Dyad,AENP,GNP,MNP,WPP,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012
32005,,,,,,0,,0.4069,,,,,,,,
32006,,,,,,0,,0.1876,,,,,,,,
32007,,,,,,0,,0.0159,,,,,,,,
32008,,,,,,0,,0.0652,,,,,,,,
32009,,,,,,0,,0.0231,,,,,,,,
32010,,,,,,0,,0.096,,,,,,,,
32011,,,,,,0,,0,,,,,,,,
32012,,,,,,0,,0,,,,,,,,
32013,,,,,,0,,0.0564,,,,,,,,
32014,,,,,,0.2019,,0,,,,,,,,
32015,,,,,,0,,0.0346,,,,,,,,
32016,,,,,,0,,0,,,,,,,,
32017,,,,,,0.4023,,0,,,,,,,,
32018,,,,,,0.0546,,0,,,,,,,,
32019,,,,,,0,,0.0163,,,,,,,,
32020,,,,,,0.1537,,0.1652,,,,,,,,
32021,,,,,,0.0502,,0,,,,,,,,
32022,,,,,,0.0987,,0.0267,,,,,,,,
32023,,,,,,0.3536,,0.0762,,,,,,,,
32024,,,,,,0.1417,,0.2728,,,,,,,,
32025,,,,,,0.1069,,0.2728,,,,,,,,
32026,,,,,,0,,0.0134,,,,,,,,
32027,,,,,,0,,0,,,,,,,,
32028,,,,,,0,,0.0394,,,,,,,,
32029,,,,,,0.0652,,0.246,,,,,,,,
32030,,,,,,0.0249,,0,,,,,,,,
32031,,,,,,0,,0,,,,,,,,
32032,,,,,,0,,0.0085,,,,,,,,
32033,,,,,,0,,0.1295,,,,,,,,
32034,,,,,,0,,0.0346,,,,,,,,
32035,,,,,,0.0353,,0,,,,,,,,
32036,,,,,,0.0632,,0.0249,,,,,,,,
32037,,,,,,0.2446,,0.1948,,,,,,,,
32038,,,,,,0.0314,,0,,,,,,,,
32039,,,,,,0.0806,,0,,,,,,,,
32040,,,,,,0,,0,,,,,,,,
32041,,,,,,0.0584,,0.1026,,,,,,,,
32042,,,,,,0.4398,,0,,,,,,,,
32043,,,,,,0.1409,,0,,,,,,,,
32044,,,,,,0.2644,,0.042,,,,,,,,
32045,,,,,,0.2335,,0,,,,,,,,
32046,,,,,,0.0822,,0.1117,,,,,,,,
32047,,,,,,0,,0,,,,,,,,
32048,,,,,,0,,0.0432,,,,,,,,
32049,,,,,,0,,0,,,,,,,,
32050,,,,,,0,,0,,,,,,,,
32051,,,,,,0,,0,,,,,,,,
32052,,,,,,0,,0.0777,,,,,,,,
32053,,,,,,0,,0,,,,,,,,
32054,,,,,,0,,0.0383,,,,,,,,
32055,,,,,,0.4497,,0.0718,,,,,,,,
32056,,,,,,0,,0.0357,,,,,,,,
32057,,,,,,0,,0,,,,,,,,
32058,,,,,,0,,0,,,,,,,,
32059,,,,,,0.1491,,0.5,,,,,,,,
32060,,,,,,0,,0.0468,,,,,,,,
32061,,,,,,0.0162,,0,,,,,,,,
32062,,,,,,0,,0,,,,,,,,
32063,,,,,,0,,0,,,,,,,,
32064,,,,,,0,,0,,,,,,,,
32065,,,,,,0,,0,,,,,,,,
32066,,,,,,0,,0,,,,,,,,
32067,,,,,,0,,0,,,,,,,,
32068,,,,,,0,,0.2144,,,,,,,,
32069,,,,,,0.5,,0,,,,,,,,
32070,,,,,,0,,0.0399,,,,,,,,
32071,,,,,,0,,0.1236,,,,,,,,
32072,,,,,,0.054,,0.2402,,,,,,,,
32073,,,,,,0,,0,,,,,,,,
32074,,,,,,0,,0.0912,,,,,,,,
32075,,,,,,0.2808,,0.1962,,,,,,,,
32076,,,,,,0,,0,,,,,,,,
32077,,,,,,0,,0,,,,,,,,
32078,,,,,,0.0025,,0,,,,,,,,
32079,,,,,,0.0647,,0,,,,,,,,
32080,,,,,,0,,0.0104,,,,,,,,
32081,,,,,,0.0999,,0.0524,,,,,,,,
32082,,,,,,0,,0,,,,,,,,
32083,,,,,,0.1732,,0,,,,,,,,
32084,,,,,,0,,0,,,,,,,,
32085,,,,,,0,,0.0357,,,,,,,,
32086,,,,,,0,,0,,,,,,,,
32087,,,,,,0,,0,,,,,,,,
32088,,,,,,0,,0.1409,,,,,,,,
32089,,,,,,0.0579,,0.1416,,,,,,,,
32090,,,,,,0,,0.1415,,,,,,,,
32091,,,,,,0,,0.0967,,,,,,,,
32092,,,,,,0,,0,,,,,,,,
32093,,,,,,0,,0,,,,,,,,
32094,,,,,,0.2312,,0,,,,,,,,
32095,,,,,,0,,0.2077,,,,,,,,
32096,,,,,,0,,0,,,,,,,,
32097,,,,,,0.3189,,0.099,,,,,,,,
32098,,,,,,0,,0,,,,,,,,
32099,,,,,,0,,0,,,,,,,,
32100,,,,,,0,,0,,,,,,,,
32101,,,,,,0.0641,,0.0193,,,,,,,,
32102,,,,,,0,,0,,,,,,,,
32103,,,,,,0.223,,0,,,,,,,,
32104,,,,,,0.3541,,0,,,,,,,,
32105,,,,,,0,,0,,,,,,,,
32106,,,,,,0,,0.0978,,,,,,,,
32107,,,,,,0.0106,,0.2376,,,,,,,,
32108,,,,,,0.5,,0.1588,,,,,,,,
32109,,,,,,0,,0,,,,,,,,
32110,,,,,,0,,0,,,,,,,,
32111,,,,,,0.0126,,0,,,,,,,,
32112,,,,,,0,,0.0291,,,,,,,,
32113,,,,,,0,,0.5081,,,,,,,,
32114,,,,,,0.2789,,0,,,,,,,,
32115,,,,,,0,,0.2064,,,,,,,,
32116,,,,,,0,,0.0394,,,,,,,,
32117,,,,,,0.0181,,0.2936,,,,,,,,
32118,,,,,,0,,0.05,,,,,,,,
32119,,,,,,0,,0.0451,,,,,,,,
32120,,,,,,0,,0,,,,,,,,
32121,,,,,,0,,0.4819,,,,,,,,
32122,,,,,,0,,0,,,,,,,,
32123,,,,,,0.0557,,0,,,,,,,,
32124,,,,,,0.5,,0.5045,,,,,,,,
32125,,,,,,0.0453,,0.2781,,,,,,,,
32126,,,,,,0.0598,,0.2704,,,,,,,,
32127,,,,,,0.5,,0,,,,,,,,
32128,,,,,,0,,0.5,,,,,,,,
32129,,,,,,0.1267,,0.0504,,,,,,,,
32130,,,,,,0,,0.1191,,,,,,,,
32131,,,,,,0,,0,,,,,,,,
32132,,,,,,0,,0,,,,,,,,
32133,,,,,,0.0923,,0,,,,,,,,
32134,,,,,,0.3282,,0,,,,,,,,
32135,,,,,,0.065,,0,,,,,,,,
32136,,,,,,0.1647,,0,,,,,,,,
32137,,,,,,0,,0.1525,,,,,,,,
32138,,,,,,0.3283,,0.5,,,,,,,,
32139,,,,,,0.2195,,0,,,,,,,,
32140,,,,,,0,,0.2097,,,,,,,,
32141,,,,,,0,,0.017,,,,,,,,
32142,,,,,,0.0519,,0.1238,,,,,,,,
32143,,,,,,0.0378,,0.0341,,,,,,,,
32144,,,,,,0.3629,,0,,,,,,,,
32145,,,,,,0.0395,,0,,,,,,,,
32146,,,,,,0,,0.1832,,,,,,,,
32147,,,,,,0,,0.0794,,,,,,,,
32148,,,,,,0,,0.1088,,,,,,,,
32149,,,,,,0.2111,,0,,,,,,,,
32150,,,,,,0,,0.0359,,,,,,,,
32151,,,,,,0.0682,,0.2811,,,,,,,,
32152,,,,,,0,,0,,,,,,,,
32153,,,,,,0,,0.0394,,,,,,,,
32154,,,,,,0,,0.0394,,,,,,,,
32155,,,,,,0,,0,,,,,,,,
32156,,,,,,0,,0.1391,,,,,,,,
32157,,,,,,0,,0.4697,,,,,,,,
32158,,,,,,0,,0.084,,,,,,,,
32159,,,,,,0,,0.0128,,,,,,,,
32160,,,,,,0,,0.0344,,,,,,,,
32161,,,,,,0.0162,,0,,,,,,,,
32162,,,,,,0.0724,,0,,,,,,,,
32163,,,,,,0.0667,,0,,,,,,,,
32164,,,,,,0.0844,,0.1676,,,,,,,,
32165,,,,,,0.0084,,0.0519,,,,,,,,
32166,,,,,,0,,0,,,,,,,,
32167,,,,,,0.1138,,0.036,,,,,,,,
32168,,,,,,0,,0,,,,,,,,
32169,,,,,,0.0945,,0,,,,,,,,
32170,,,,,,0,,0,,,,,,,,
32171,,,,,,0,,0,,,,,,,,
32172,,,,,,0,,0,,,,,,,,
32173,,,,,,0.1647,,0,,,,,,,,
32174,,,,,,0,,0,,,,,,,,
32175,,,,,,0.2564,,0.0527,,,,,,,,
32176,,,,,,0,,0.1337,,,,,,,,
32177,,,,,,0,,0.2044,,,,,,,,
32178,,,,,,0.1048,,0,,,,,,,,
32179,,,,,,0,,0.0672,,,,,,,,
32180,,,,,,0,,0,,,,,,,,
32181,,,,,,0.0301,,0.022,,,,,,,,
32182,,,,,,0,,0.0478,,,,,,,,
32183,,,,,,0.0985,,0,,,,,,,,
32184,,,,,,0,,0.1107,,,,,,,,
32185,,,,,,0,,0.1432,,,,,,,,
32186,,,,,,0,,0.1841,,,,,,,,
32187,,,,,,0,,0,,,,,,,,
32188,,,,,,0.1547,,0,,,,,,,,
32189,,,,,,0,,0.0832,,,,,,,,
32190,,,,,,0.0403,,0.2042,,,,,,,,
32191,,,,,,0.1257,,0,,,,,,,,
32192,,,,,,0.2332,,0,,,,,,,,
32193,,,,,,0,,0.0622,,,,,,,,
32194,,,,,,0.0301,,0,,,,,,,,
32195,,,,,,0,,0,,,,,,,,
32196,,,,,,0,,0.0104,,,,,,,,
32197,,,,,,0.1427,,0.0407,,,,,,,,
32198,,,,,,0.1121,,0,,,,,,,,
32199,,,,,,0,,0.0407,,,,,,,,
32200,,,,,,0,,0,,,,,,,,
32201,,,,,,0.0691,,0.1371,,,,,,,,
32202,,,,,,0.0204,,0,,,,,,,,
32203,,,,,,0.0331,,0.1293,,,,,,,,
32204,,,,,,0.0393,,0,,,,,,,,
32205,,,,,,0,,0,,,,,,,,
32206,,,,,,0,,0.1815,,,,,,,,
32207,,,,,,0,,0,,,,,,,,
32208,,,,,,0,,0,,,,,,,,
32209,,,,,,0.0838,,0,,,,,,,,
32210,,,,,,0.2636,,0.078,,,,,,,,
32211,,,,,,0.2032,,0,,,,,,,,
32212,,,,,,0,,0.1615,,,,,,,,
32213,,,,,,0.3009,,0,,,,,,,,
32214,,,,,,0,,0,,,,,,,,
32215,,,,,,0.3261,,0.2628,,,,,,,,
32216,,,,,,0.4547,,0.0262,,,,,,,,
32217,,,,,,0,,0.0262,,,,,,,,
32218,,,,,,0.1524,,0,,,,,,,,
32219,,,,,,0.0122,,0.3043,,,,,,,,
32220,,,,,,0.0744,,0,,,,,,,,
32221,,,,,,0,,0,,,,,,,,
32222,,,,,,0.1001,,0.0299,,,,,,,,
32223,,,,,,0,,0,,,,,,,,
32224,,,,,,0,,0.2473,,,,,,,,
32225,,,,,,0.5,,0,,,,,,,,
32226,,,,,,0,,0.0307,,,,,,,,
32227,,,,,,0.0429,,0.0942,,,,,,,,
32228,,,,,,0.0253,,0,,,,,,,,
32229,,,,,,0,,0,,,,,,,,
32230,,,,,,0,,0,,,,,,,,
32231,,,,,,0,,0.0845,,,,,,,,
32232,,,,,,0,,0.0878,,,,,,,,
32233,,,,,,0,,0,,,,,,,,
32234,,,,,,0,,0.0497,,,,,,,,
32235,,,,,,0.3875,,0.0281,,,,,,,,
32236,,,,,,0,,0,,,,,,,,
32237,,,,,,0,,0.0512,,,,,,,,
32238,,,,,,0,,0,,,,,,,,
32239,,,,,,0.1338,,0,,,,,,,,
32240,,,,,,0,,0.1746,,,,,,,,
32241,,,,,,0,,0.0802,,,,,,,,
32242,,,,,,0,,0.2627,,,,,,,,
32243,,,,,,0.0208,,0,,,,,,,,
32244,,,,,,0,,0.0526,,,,,,,,
32245,,,,,,0.0276,,0,,,,,,,,
32246,,,,,,0.0536,,0.5,,,,,,,,
32247,,,,,,0,,0.0081,,,,,,,,
32248,,,,,,0,,0,,,,,,,,
32249,,,,,,0,,0.2232,,,,,,,,
32250,,,,,,0.1388,,0.1486,,,,,,,,
32251,,,,,,0.0706,,0.1042,,,,,,,,
32252,,,,,,0.091,,0.0814,,,,,,,,
32253,,,,,,0.0323,,0.1884,,,,,,,,
32254,,,,,,0.0598,,0.0757,,,,,,,,
32255,,,,,,0.0346,,0.2868,,,,,,,,
32256,,,,,,0.0208,,0,,,,,,,,
32257,,,,,,0,,0,,,,,,,,
32258,,,,,,0,,0,,,,,,,,
32259,,,,,,0,,0,,,,,,,,
32260,,,,,,0,,0,,,,,,,,
32261,,,,,,0,,0,,,,,,,,
32262,,,,,,0,,0,,,,,,,,
32263,,,,,,0,,0.2744,,,,,,,,
32264,,,,,,0,,0,,,,,,,,
32265,,,,,,0.0588,,0.203,,,,,,,,
32266,,,,,,0.0519,,0.0455,,,,,,,,
32267,,,,,,0.1126,,0,,,,,,,,
32268,,,,,,0,,0.075,,,,,,,,
32269,,,,,,0,,0,,,,,,,,
32270,,,,,,0,,0,,,,,,,,
32271,,,,,,0,,0.0118,,,,,,,,
32272,,,,,,0,,0.4368,,,,,,,,
32273,,,,,,0,,0.0506,,,,,,,,
32274,,,,,,0,,0,,,,,,,,
32275,,,,,,0.012,,0,,,,,,,,
32276,,,,,,0.0416,,0.1184,,,,,,,,
32277,,,,,,0,,0,,,,,,,,
32278,,,,,,0,,0,,,,,,,,
32279,,,,,,0,,0,,,,,,,,
32280,,,,,,0,,0,,,,,,,,
32281,,,,,,0,,0,,,,,,,,
32282,,,,,,0,,0.5,,,,,,,,
32283,,,,,,0.0528,,0,,,,,,,,
32284,,,,,,0,,0,,,,,,,,
32285,,,,,,0,,0,,,,,,,,
32286,,,,,,0.0569,,0,,,,,,,,
32287,,,,,,0,,0,,,,,,,,
32288,,,,,,0,,0.0775,,,,,,,,
32289,,,,,,0,,0,,,,,,,,
32290,,,,,,0,,0,,,,,,,,
32291,,,,,,0,,0,,,,,,,,
32292,,,,,,0,,0,,,,,,,,
32293,,,,,,0,,0.099,,,,,,,,
32294,,,,,,0,,0.0306,,,,,,,,
32295,,,,,,0,,0,,,,,,,,
32296,,,,,,0.1535,,0,,,,,,,,
32297,,,,,,0,,0,,,,,,,,
32298,,,,,,0,,0.0429,,,,,,,,
32299,,,,,,0,,0.0803,,,,,,,,
32300,,,,,,0,,0,,,,,,,,
32301,,,,,,0,,0,,,,,,,,
32302,,,,,,0.0208,,0.074,,,,,,,,
32303,,,,,,0,,0,,,,,,,,
32304,,,,,,0,,0.1482,,,,,,,,
32305,,,,,,0,,0.1971,,,,,,,,
32306,,,,,,0.108,,0.0584,,,,,,,,
32307,,,,,,0,,0,,,,,,,,
32308,,,,,,0,,0.3836,,,,,,,,
32309,,,,,,0,,0,,,,,,,,
32310,,,,,,0.0351,,0,,,,,,,,
32311,,,,,,0,,0,,,,,,,,
32312,,,,,,0,,0.1531,,,,,,,,
32313,,,,,,0,,0.051,,,,,,,,
32314,,,,,,0,,0,,,,,,,,
32315,,,,,,0.0457,,0,,,,,,,,
32316,,,,,,0,,0,,,,,,,,
32317,,,,,,0.0376,,0.1694,,,,,,,,
32318,,,,,,0,,0.0507,,,,,,,,
32319,,,,,,0,,0.0995,,,,,,,,
32320,,,,,,0.0835,,0.3977,,,,,,,,
32321,,,,,,0,,0.1195,,,,,,,,
32322,,,,,,0,,0.0298,,,,,,,,
32323,,,,,,0,,0.1246,,,,,,,,
32324,,,,,,0,,0,,,,,,,,
32325,,,,,,0,,0,,,,,,,,
32326,,,,,,0,,0,,,,,,,,
32327,,,,,,0,,0.1187,,,,,,,,
32328,,,,,,0,,0,,,,,,,,
32329,,,,,,0,,0,,,,,,,,
32330,,,,,,0.0242,,0.1629,,,,,,,,
32331,,,,,,0,,0,,,,,,,,
32332,,,,,,0,,0,,,,,,,,
32333,,,,,,0,,0,,,,,,,,
32334,,,,,,0,,0,,,,,,,,
32335,,,,,,0,,0.4144,,,,,,,,
32336,,,,,,0,,0,,,,,,,,
32337,,,,,,0.0284,,0,,,,,,,,
32338,,,,,,0.0299,,0.4146,,,,,,,,
32339,,,,,,0.1512,,0.1704,,,,,,,,
32340,,,,,,0,,0.1704,,,,,,,,
32341,,,,,,0,,0,,,,,,,,
32342,,,,,,0,,0.0079,,,,,,,,
32343,,,,,,0.0959,,0,,,,,,,,
32344,,,,,,0.0183,,0.0993,,,,,,,,
32345,,,,,,0.1384,,0.0057,,,,,,,,
32346,,,,,,0,,0,,,,,,,,
32347,,,,,,0.0196,,0.4324,,,,,,,,
32348,,,,,,0,,0.017,,,,,,,,
32349,,,,,,0,,0.046,,,,,,,,
32350,,,,,,0,,0.0645,,,,,,,,
32351,,,,,,0.1089,,0.0249,,,,,,,,
32352,,,,,,0.2151,,0.2257,,,,,,,,
32353,,,,,,0.0657,,0,,,,,,,,
32354,,,,,,0.1209,,0,,,,,,,,
32355,,,,,,0.1757,,0,,,,,,,,
32356,,,,,,0,,0.0743,,,,,,,,
32357,,,,,,0.0356,,0.0084,,,,,,,,
32358,,,,,,0,,0.0255,,,,,,,,
32359,,,,,,0.0553,,0.0499,,,,,,,,
32360,,,,,,0.142,,0,,,,,,,,
32361,,,,,,0.2531,,0.1334,,,,,,,,
32362,,,,,,0.047,,0,,,,,,,,
32363,,,,,,0,,0,,,,,,,,
32364,,,,,,0.0608,,0.0339,,,,,,,,
32365,,,,,,0,,0,,,,,,,,
32366,,,,,,0,,0,,,,,,,,
32367,,,,,,0,,0,,,,,,,,
32368,,,,,,0.0448,,0.016,,,,,,,,
32369,,,,,,0.0563,,0,,,,,,,,
32370,,,,,,0,,0.2484,,,,,,,,
32371,,,,,,0,,0.3285,,,,,,,,
32372,,,,,,0,,0.0353,,,,,,,,
32373,,,,,,0.0498,,0,,,,,,,,
32374,,,,,,0,,0.3456,,,,,,,,
32375,,,,,,0,,0,,,,,,,,
32376,,,,,,0.0841,,0.5802,,,,,,,,
32377,,,,,,0.2061,,0,,,,,,,,
32378,,,,,,0.0907,,0,,,,,,,,
32379,,,,,,0.0133,,0,,,,,,,,
32380,,,,,,0,,0,,,,,,,,
32381,,,,,,0,,0,,,,,,,,
32382,,,,,,0,,0,,,,,,,,
32383,,,,,,0,,0,,,,,,,,
32384,,,,,,0.0912,,0.3546,,,,,,,,
32385,,,,,,0.1176,,0,,,,,,,,
32386,,,,,,0,,0.5131,,,,,,,,
32387,,,,,,0.0065,,0.0435,,,,,,,,
32388,,,,,,0.1268,,0.0796,,,,,,,,
32389,,,,,,0.0084,,0.2533,,,,,,,,
32390,,,,,,0.1022,,0.0193,,,,,,,,
32391,,,,,,0,,0.5,,,,,,,,
32392,,,,,,0,,0,,,,,,,,
32393,,,,,,0.0074,,0.1308,,,,,,,,
32394,,,,,,0.5299,,0,,,,,,,,
32395,,,,,,0.0482,,0,,,,,,,,
32396,,,,,,0.1766,,0.1841,,,,,,,,
32397,,,,,,0.0218,,0.4601,,,,,,,,
32398,,,,,,0,,0.0438,,,,,,,,
32399,,,,,,0.1005,,0,,,,,,,,
32400,,,,,,0,,0,,,,,,,,
32401,,,,,,0,,0,,,,,,,,
32402,,,,,,0,,0.2114,,,,,,,,
32403,,,,,,0.0557,,0.33,,,,,,,,
32404,,,,,,0.0882,,0,,,,,,,,
32405,,,,,,0,,0,,,,,,,,
32406,,,,,,0,,0.1189,,,,,,,,
32407,,,,,,0,,0,,,,,,,,
32408,,,,,,0,,0,,,,,,,,
32409,,,,,,0,,0.0727,,,,,,,,
32410,,,,,,0,,0.3571,,,,,,,,
32411,,,,,,0,,0.2038,,,,,,,,
32412,,,,,,0.0804,,0,,,,,,,,
32413,,,,,,0,,0,,,,,,,,
32414,,,,,,0.3908,,0.2711,,,,,,,,
32415,,,,,,0,,0.5,,,,,,,,
32416,,,,,,0,,0.0185,,,,,,,,
32417,,,,,,0,,0.0004,,,,,,,,
32418,,,,,,0,,0,,,,,,,,
32419,,,,,,0,,0.145,,,,,,,,
32420,,,,,,0.1889,,0,,,,,,,,
32421,,,,,,0,,0,,,,,,,,
32422,,,,,,0,,0,,,,,,,,
32423,,,,,,0,,0.0789,,,,,,,,
32424,,,,,,0,,0,,,,,,,,
32425,,,,,,0,,0,,,,,,,,
32426,,,,,,0.0702,,0,,,,,,,,
32427,,,,,,0,,0,,,,,,,,
32428,,,,,,0,,0,,,,,,,,
32429,,,,,,0,,0.0809,,,,,,,,
32430,,,,,,0,,0,,,,,,,,
32431,,,,,,0,,0.1217,,,,,,,,
32432,,,,,,0.0736,,0,,,,,,,,
32433,,,,,,0,,0.0865,,,,,,,,
32434,,,,,,0,,0,,,,,,,,
32435,,,,,,0,,0,,,,,,,,
32436,,,,,,0,,0.0867,,,,,,,,
32437,,,,,,0,,0,,,,,,,,
32438,,,,,,0,,0.048,,,,,,,,
32439,,,,,,0.1825,,0.1454,,,,,,,,
32440,,,,,,0,,0.086,,,,,,,,
32441,,,,,,0,,0.0227,,,,,,,,
32442,,,,,,0.2694,,0.1988,,,,,,,,
32443,,,,,,0,,0.0782,,,,,,,,
32444,,,,,,0,,0.1387,,,,,,,,
32445,,,,,,0,,0,,,,,,,,
32446,,,,,,0.004,,0.2505,,,,,,,,
32447,,,,,,0,,0.0569,,,,,,,,
32448,,,,,,0.2037,,0,,,,,,,,
32449,,,,,,0.2312,,0.1351,,,,,,,,
32450,,,,,,0.0176,,0,,,,,,,,
32451,,,,,,0,,0,,,,,,,,
32452,,,,,,0,,0,,,,,,,,
32453,,,,,,0.3908,,0,,,,,,,,
32454,,,,,,0,,0,,,,,,,,
32455,,,,,,0,,0,,,,,,,,
32456,,,,,,0,,0,,,,,,,,
32457,,,,,,0,,0,,,,,,,,
32458,,,,,,0,,0.0394,,,,,,,,
32459,,,,,,0.1634,,0.0394,,,,,,,,
32460,,,,,,0,,0,,,,,,,,
32461,,,,,,0,,0.0909,,,,,,,,
32462,,,,,,0,,0.0818,,,,,,,,
32463,,,,,,0,,0.0394,,,,,,,,
32464,,,,,,0,,0,,,,,,,,
32465,,,,,,0,,0.0466,,,,,,,,
32466,,,,,,0,,0.113,,,,,,,,
32467,,,,,,0,,0,,,,,,,,
32468,,,,,,0,,0,,,,,,,,
32469,,,,,,0.5,,0,,,,,,,,
32470,,,,,,0,,0,,,,,,,,
32471,,,,,,0,,0.1609,,,,,,,,
32472,,,,,,0.3615,,0,,,,,,,,
32473,,,,,,0,,0,,,,,,,,
32474,,,,,,0.1324,,0.1509,,,,,,,,
32475,,,,,,0,,0.0887,,,,,,,,
32476,,,,,,0,,0.0776,,,,,,,,
32477,,,,,,0,,0,,,,,,,,
32478,,,,,,0,,0,,,,,,,,
32479,,,,,,0.4891,,0.012,,,,,,,,
32480,,,,,,0,,0.1338,,,,,,,,
32481,,,,,,0.0756,,0.091,,,,,,,,
32482,,,,,,0,,0.0494,,,,,,,,
32483,,,,,,0.3051,,0.0367,,,,,,,,
32484,,,,,,0.1908,,0.5843,,,,,,,,
32485,,,,,,0.0414,,0,,,,,,,,
32486,,,,,,0,,0.1148,,,,,,,,
32487,,,,,,0.0239,,0.2007,,,,,,,,
32488,,,,,,0,,0.5119,,,,,,,,
32489,,,,,,0.1906,,0.0392,,,,,,,,
32490,,,,,,0,,0.5,,,,,,,,
32491,,,,,,0,,0,,,,,,,,
32492,,,,,,0,,0.5493,,,,,,,,
32493,,,,,,0,,0.0877,,,,,,,,
32494,,,,,,0.0853,,0,,,,,,,,
32495,,,,,,0,,0,,,,,,,,
32496,,,,,,0,,0,,,,,,,,
32497,,,,,,0,,0,,,,,,,,
32498,,,,,,0,,0,,,,,,,,
32499,,,,,,0,,0,,,,,,,,
32500,,,,,,0,,0,,,,,,,,
32501,,,,,,0,,0,,,,,,,,
32502,,,,,,0,,0,,,,,,,,
32503,,,,,,0.0538,,0,,,,,,,,
32504,,,,,,0,,0.0066,,,,,,,,
32505,,,,,,0,,0.5,,,,,,,,
32506,,,,,,0.0236,,0.1916,,,,,,,,
32507,,,,,,0,,0,,,,,,,,
32508,,,,,,0.0165,,0,,,,,,,,
32509,,,,,,0.1317,,0.519,,,,,,,,
32510,,,,,,0,,0.4197,,,,,,,,
32511,,,,,,0.1945,,0.4481,,,,,,,,
32512,,,,,,0,,0,,,,,,,,
32513,,,,,,0,,0.5,,,,,,,,
32514,,,,,,0.0286,,0.3444,,,,,,,,
32515,,,,,,0.1587,,0,,,,,,,,
32516,,,,,,0,,0,,,,,,,,
32517,,,,,,0,,0,,,,,,,,
32518,,,,,,0.0822,,0.2106,,,,,,,,
32519,,,,,,0,,0,,,,,,,,
32520,,,,,,0.0369,,0.2266,,,,,,,,
32521,,,,,,0,,0.0344,,,,,,,,
32522,,,,,,0,,0,,,,,,,,
32523,,,,,,0,,0.1851,,,,,,,,
32524,,,,,,0.0322,,0,,,,,,,,
32525,,,,,,0.1163,,0,,,,,,,,
32526,,,,,,0.0348,,0,,,,,,,,
32527,,,,,,0.0867,,0,,,,,,,,
32528,,,,,,0,,0,,,,,,,,
32529,,,,,,0,,0.0188,,,,,,,,
32530,,,,,,0.095,,0.2177,,,,,,,,
32531,,,,,,0,,0.1186,,,,,,,,
32532,,,,,,0.2159,,0,,,,,,,,
32533,,,,,,0.0621,,0.0353,,,,,,,,
32534,,,,,,0.143,,0,,,,,,,,
32535,,,,,,0.0304,,0,,,,,,,,
32536,,,,,,0.0382,,0,,,,,,,,
32537,,,,,,0.3379,,0,,,,,,,,
32538,,,,,,0,,0,,,,,,,,
32539,,,,,,0.0828,,0.2966,,,,,,,,
32540,,,,,,0,,0.0259,,,,,,,,
32541,,,,,,0.0058,,0,,,,,,,,
32542,,,,,,0.0514,,0.1604,,,,,,,,
32543,,,,,,0.0748,,0.022,,,,,,,,
32544,,,,,,0,,0.0179,,,,,,,,
32545,,,,,,0,,0,,,,,,,,
32546,,,,,,0,,0.4555,,,,,,,,
32547,,,,,,0,,0.2318,,,,,,,,
32548,,,,,,0,,0.0865,,,,,,,,
32549,,,,,,0.0949,,0,,,,,,,,
32550,,,,,,0.179,,0.0044,,,,,,,,
32551,,,,,,0.3186,,0,,,,,,,,
32552,,,,,,0,,0,,,,,,,,
32553,,,,,,0,,0,,,,,,,,
32554,,,,,,0.0286,,0.0465,,,,,,,,
32555,,,,,,0.1933,,0,,,,,,,,
32556,,,,,,0.4824,,0.1482,,,,,,,,
32557,,,,,,0.5,,0.1163,,,,,,,,
32558,,,,,,0.1046,,0.0569,,,,,,,,
32559,,,,,,0.0323,,0.0004,,,,,,,,
32560,,,,,,0.5,,0,,,,,,,,
32561,,,,,,0.4674,,0.0081,,,,,,,,
32562,,,,,,0.0742,,0.0564,,,,,,,,
32563,,,,,,0.3003,,0.1789,,,,,,,,
32564,,,,,,0.0253,,0.0774,,,,,,,,
32565,,,,,,0.0125,,0,,,,,,,,
32566,,,,,,0,,0.2128,,,,,,,,
32567,,,,,,0.0749,,0,,,,,,,,
32568,,,,,,0.2369,,0.1272,,,,,,,,
32569,,,,,,0,,0.1093,,,,,,,,
32570,,,,,,0.1113,,0,,,,,,,,
32571,,,,,,0,,0.2125,,,,,,,,
32572,,,,,,0.1508,,0.2194,,,,,,,,
32573,,,,,,0.5,,0.3067,,,,,,,,
32574,,,,,,0,,0.3067,,,,,,,,
32575,,,,,,0.2092,,0,,,,,,,,
32576,,,,,,0.193,,0,,,,,,,,
32577,,,,,,0,,0.1259,,,,,,,,
32578,,,,,,0.0543,,0.5587,,,,,,,,
32579,,,,,,0.1173,,0,,,,,,,,
32580,,,,,,0.0739,,0.0199,,,,,,,,
32581,,,,,,0,,0.0977,,,,,,,,
32582,,,,,,0.3293,,0.0152,,,,,,,,
32583,,,,,,0,,0,,,,,,,,
32584,,,,,,0.0422,,0.0905,,,,,,,,
32585,,,,,,0,,0,,,,,,,,
32586,,,,,,0.2911,,0.3223,,,,,,,,
32587,,,,,,0.1898,,0,,,,,,,,
32588,,,,,,0.076,,0,,,,,,,,
32589,,,,,,0.2561,,0,,,,,,,,
32590,,,,,,0,,0,,,,,,,,
32591,,,,,,0,,0,,,,,,,,
32592,,,,,,0,,0.0224,,,,,,,,
32593,,,,,,0,,0.0279,,,,,,,,
